100 ANNA CT	PLEASANT_GROVE_FD	492
100 ANNIE LN	PLEASANT_GROVE_FD	492
100 ASH AVE	BESSEMER_FD	487
100 ATI PKWY JOINT	VERIFY - NO QUAD MATCH (Hoover)	487
100 ATI PKWY T1	VERIFY - NO QUAD MATCH (Hoover)	487
100 AVENUE T	1803	415
100 AVENUE U	1803	416
100 AVENUE W	1802	416
100 AVENUE Y	1803	416
100 AVENUE Z	1803	416
100 AZALEA RD	MOUNTAIN_BROOK_FD	465
100 BAILEY DR	HUEYTOWN_FD	489
100 BANGKOK CIR	VERIFY - NO QUAD MATCH (Birmingham)	469
100 BARNES RD	BIRMINGPORT_FD_1	497
100 BEACON CREST CIR	VERIFY - NO QUAD MATCH (Birmingham)	469
100 BEASLEY DR	CFD_1	492
100 BEDFORD ST	HUEYTOWN_FD	492
100 BEECH AVE	1803	416
100 BEECHWOOD AVE	HUEYTOWN_FD	489
100 BESSEMER SUPER HWY	MIDFIELD_FD	490
100 BIVENS ST	WARRIOR_FD	420
100 BLACK AVE	BESSEMER_FD	487
100 BLACK CREEK CAMP RD	BIRMINGPORT_FD_1	497
100 BLACK WALNUT LN	TRUSS_103	444
100 BLACKBERRY LN	FORESTDALE_FD	416
100 BLUEBERRY LN	SSFD_1	498
100 BLUFF ST	WARRIOR_FD	420
100 BONITA DR	HOMEWOOD_FD	467
100 BOWMAN ST	FULT_ST1	435
100 BRAKE ST	WARRIOR_FD	437
100 BRANCH ST	HUEYTOWN_FD	492
100 BRANDON AVE	ADAMSVILLE_FD	418
100 BREWER ST A	VERIFY - NO QUAD MATCH (Gardendale)	421
100 BREWER ST B	VERIFY - NO QUAD MATCH (Gardendale)	421
100 BREWER ST C	VERIFY - NO QUAD MATCH (Gardendale)	421
100 BRIDLE LN U1	VERIFY - NO QUAD MATCH (Rocky Ridge)	467
100 BROADWAY ST	HOMEWOOD_FD	469
100 BROOKE LYN RD	PLEASANT_GROVE_FD	492
